order_item_id,order_id,sku_id,quantity,unit_price,total_price
156,48,1174,1,200,200
157,49,1370,3,300,900
158,49,1232,1,354,354
159,49,1146,1,417,417
160,49,1107,3,397,1191
161,49,1175,2,122,244
162,50,1347,2,418,836
163,51,1359,2,47,94
164,51,1358,3,321,963
165,51,1316,3,374,1122
166,51,1339,2,88,176
167,51,1413,2,124,248
168,52,1226,3,170,510
169,52,1435,2,224,448
170,52,1395,1,184,184
171,52,1103,2,238,476
172,52,1439,3,363,1089
173,53,1431,3,258,774
174,54,1098,3,153,459
175,55,1066,1,54,54
176,55,1308,2,359,718
177,55,1258,2,448,896
178,56,1483,3,410,1230
179,57,1497,1,337,337
180,57,1098,2,153,306
181,57,1166,1,312,312
182,57,1078,1,316,316
183,58,1311,2,189,378
184,58,1101,3,247,741
185,58,1409,2,346,692
186,59,1044,1,80,80
187,59,1083,2,170,340
188,59,1328,3,213,639
189,59,1275,1,186,186
190,59,1414,1,302,302
191,60,1152,1,301,301
192,61,1031,3,167,501
193,61,1196,2,367,734
194,61,1110,1,275,275
195,61,1261,1,303,303
196,62,1018,3,156,468
197,62,1406,2,43,86
198,62,1369,1,235,235
199,63,1333,1,118,118
200,63,1079,2,54,108
201,63,1136,1,342,342
202,63,1102,3,38,114
203,64,1028,3,95,285
204,64,1240,3,204,612
205,64,1389,3,326,978
206,64,1260,3,168,504
207,65,1302,1,336,336
208,66,1186,1,223,223
209,66,1416,3,338,1014
210,67,1055,1,132,132
211,67,1285,2,120,240
212,67,1454,2,131,262
213,67,1264,3,144,432
214,67,1489,2,149,298
215,68,1241,3,164,492
216,68,1288,3,134,402
217,68,1029,1,168,168
218,68,1347,3,418,1254
219,68,1397,1,152,152
220,69,1463,3,18,54
221,69,1094,1,231,231
222,69,1122,2,278,556
223,70,1316,2,374,748
224,70,1418,1,315,315
225,70,1269,2,357,714
226,71,1424,3,83,249
227,72,1028,2,95,190
228,72,1100,2,231,462
229,72,1031,2,167,334
230,72,1191,3,216,648
231,73,1157,3,175,525
232,74,1129,1,315,315
233,75,1198,2,356,712
234,76,1301,2,103,206
235,76,1221,2,273,546
236,77,1010,1,243,243
237,77,1050,3,151,453
238,78,1322,1,187,187
239,78,1051,3,57,171
240,78,1261,1,303,303
241,78,1013,1,389,389
242,79,1470,2,438,876
243,80,1091,3,86,258
244,80,1185,1,86,86
245,80,1047,3,399,1197
246,80,1318,3,448,1344
247,81,1403,1,256,256
248,81,1369,3,235,705
249,81,1033,2,416,832
250,82,1041,1,207,207
251,82,1221,3,273,819
252,82,1453,1,283,283
253,82,1203,2,271,542
254,82,1070,1,346,346
255,83,1495,2,173,346
256,83,1110,1,275,275
257,83,1463,3,18,54
258,83,1319,3,430,1290
259,83,1342,1,418,418
260,84,1410,3,429,1287
261,84,1067,2,320,640
262,84,1156,2,354,708
263,84,1315,2,26,52
264,85,1456,1,44,44
265,85,1295,2,132,264
266,85,1238,3,222,666
267,86,1111,1,92,92
268,86,1200,3,370,1110
269,86,1151,1,208,208
270,87,1066,3,54,162
271,87,1498,2,159,318
272,87,1228,3,384,1152
273,88,1319,1,430,430
274,89,1438,1,343,343
275,89,1426,1,383,383
276,89,1363,1,235,235
277,89,1070,2,346,692
278,90,1034,2,422,844
279,90,1400,2,253,506
280,91,1184,2,157,314
281,91,1254,1,182,182
282,91,1413,2,124,248
283,91,1377,3,183,549
284,91,1085,1,326,326
285,92,1060,1,228,228
286,92,1283,2,28,56
287,92,1482,3,205,615
288,92,1070,1,346,346
289,93,1481,2,317,634
290,93,1303,3,133,399
291,93,1029,1,168,168
292,93,1239,3,224,672
293,93,1184,2,157,314
294,94,1280,1,184,184
295,95,1234,3,200,600
296,96,1468,3,276,828
297,96,1376,2,254,508
298,97,1334,3,139,417
299,97,1236,3,197,591
300,97,1291,3,399,1197
301,98,1193,3,414,1242
302,99,1267,1,415,415
303,100,1203,3,271,813
304,100,1490,3,232,696
305,100,1234,1,200,200
306,100,1270,1,145,145
307,101,1131,3,281,843
308,102,1229,1,194,194
309,103,1485,3,290,870
310,103,1092,2,230,460
311,103,1255,1,440,440
312,103,1149,3,257,771
313,104,1120,3,428,1284
314,105,1192,2,238,476
315,105,1184,2,157,314
316,106,1270,2,145,290
317,106,1438,3,343,1029
318,106,1137,1,421,421
319,106,1188,2,128,256
320,106,1124,2,249,498
321,107,1450,2,156,312
322,107,1382,1,76,76
323,107,1012,2,445,890
324,107,1112,1,198,198
325,107,1179,1,335,335
326,108,1442,1,67,67
327,108,1484,1,345,345
328,108,1002,3,60,180
329,109,1122,1,278,278
330,109,1044,3,80,240
331,109,1368,3,302,906
332,109,1193,1,414,414
333,109,1090,2,279,558
334,110,1204,1,267,267
335,110,1272,3,400,1200
336,110,1178,3,149,447
337,111,1100,1,231,231
338,111,1368,3,302,906
339,111,1364,1,125,125
340,111,1030,1,441,441
341,111,1123,2,134,268
342,112,1357,2,440,880
343,112,1085,1,326,326
344,113,1251,2,275,550
345,113,1107,1,397,397
346,114,1478,1,264,264
347,114,1167,2,151,302
348,115,1089,1,384,384
349,115,1180,1,150,150
350,115,1053,3,39,117
351,115,1106,3,344,1032
352,116,1288,1,134,134
353,117,1166,2,312,624
354,117,1271,3,355,1065
355,118,1389,2,326,652
356,118,1266,1,138,138
357,118,1336,3,363,1089
358,118,1191,3,216,648
359,118,1058,2,328,656
360,119,1059,3,190,570
361,119,1411,3,281,843
362,119,1248,3,160,480
363,120,1209,1,114,114
364,121,1399,1,347,347
365,121,1305,3,72,216
366,121,1183,2,35,70
367,122,1401,2,189,378
368,123,1050,3,151,453
369,123,1489,1,149,149
370,123,1254,1,182,182
371,123,1383,3,22,66
372,124,1377,2,183,366
373,124,1346,2,375,750
374,124,1288,2,134,268
375,124,1167,3,151,453
376,124,1146,1,417,417
377,125,1062,1,390,390
378,125,1090,2,279,558
379,125,1128,3,240,720
380,125,1332,1,70,70
381,125,1149,2,257,514
382,126,1033,2,416,832
383,127,1475,1,260,260
384,127,1148,1,19,19
385,127,1448,1,113,113
386,127,1297,2,50,100
387,127,1137,3,421,1263
388,128,1042,2,424,848
389,128,1492,1,214,214
390,128,1278,3,145,435
391,128,1134,2,407,814
392,128,1109,1,302,302
393,129,1151,3,208,624
394,129,1208,3,259,777
395,130,1323,3,42,126
396,130,1488,2,109,218
397,130,1446,3,73,219
398,130,1216,3,423,1269
399,130,1377,3,183,549
400,131,1465,2,190,380
401,131,1354,3,347,1041
402,131,1195,3,416,1248
403,132,1242,1,73,73
404,132,1474,2,21,42
405,133,1175,1,122,122
406,133,1193,1,414,414
407,133,1028,1,95,95
408,134,1025,3,315,945
409,134,1135,3,307,921
410,134,1421,1,186,186
411,134,1467,3,77,231
412,134,1127,2,288,576
413,135,1271,1,355,355
414,135,1488,1,109,109
415,135,1318,3,448,1344
416,135,1498,2,159,318
417,135,1395,1,184,184
418,136,1004,2,272,544
419,136,1358,1,321,321
420,137,1439,2,363,726
421,137,1001,1,54,54
422,137,1256,3,395,1185
423,137,1384,3,369,1107
424,137,1310,3,164,492
425,138,1476,1,354,354
426,138,1047,2,399,798
427,138,1254,2,182,364
428,138,1159,2,129,258
429,138,1321,2,372,744
430,139,1353,1,69,69
431,139,1354,1,347,347
432,139,1060,2,228,456
433,140,1264,1,144,144
434,140,1078,3,316,948
435,141,1265,1,214,214
436,141,1166,2,312,624
437,141,1227,3,89,267
438,142,1166,3,312,936
439,143,1400,1,253,253
440,144,1298,2,320,640
441,144,1033,3,416,1248
442,145,1156,2,354,708
443,145,1124,1,249,249
444,145,1107,2,397,794
445,145,1038,3,127,381
446,146,1327,2,189,378
447,147,1208,1,259,259
448,147,1399,2,347,694
449,147,1154,1,405,405
450,148,1376,1,254,254
451,148,1219,2,317,634
452,148,1492,3,214,642
453,148,1486,2,444,888
454,149,1339,2,88,176
455,149,1110,1,275,275
456,149,1203,3,271,813
457,149,1373,1,27,27
458,150,1143,2,353,706
459,150,1316,2,374,748
460,151,1068,1,443,443
461,151,1386,2,388,776
462,152,1374,3,143,429
463,152,1230,1,309,309
464,152,1447,3,405,1215
465,153,1007,3,252,756
466,153,1100,1,231,231
467,153,1347,1,418,418
468,154,1214,2,113,226
469,154,1225,3,264,792
470,154,1355,2,346,692
471,154,1175,1,122,122
472,154,1494,3,93,279
473,155,1034,1,422,422
474,155,1173,2,328,656
475,155,1246,3,62,186
476,155,1319,2,430,860
477,156,1022,2,91,182
478,156,1280,1,184,184
479,157,1237,3,417,1251
480,157,1158,2,77,154
481,157,1201,3,244,732
482,157,1290,3,341,1023
483,158,1176,1,132,132
484,158,1196,2,367,734
485,158,1373,3,27,81
486,159,1008,3,428,1284
487,159,1099,2,287,574
488,159,1480,3,351,1053
489,159,1377,3,183,549
490,160,1206,3,287,861
491,160,1373,1,27,27
492,161,1390,1,180,180
493,161,1306,1,24,24
494,161,1486,2,444,888
495,161,1236,2,197,394
496,162,1018,2,156,312
497,162,1237,2,417,834
498,163,1480,3,351,1053
499,164,1403,1,256,256
500,164,1177,3,408,1224
501,165,1398,2,199,398
502,165,1180,2,150,300
503,165,1237,2,417,834
504,166,1375,1,169,169
505,166,1081,2,172,344
506,166,1224,1,268,268
507,166,1251,1,275,275
508,167,1209,1,114,114
509,167,1005,2,355,710
510,167,1466,2,336,672
511,167,1287,1,344,344
512,168,1154,3,405,1215
513,168,1387,3,252,756
514,168,1379,1,217,217
515,169,1424,2,83,166
516,169,1396,2,301,602
517,170,1039,2,52,104
518,170,1099,3,287,861
519,170,1206,2,287,574
520,171,1091,3,86,258
521,172,1211,3,102,306
522,173,1317,3,284,852
523,173,1200,1,370,370
524,173,1068,3,443,1329
525,173,1163,2,31,62
526,174,1441,2,271,542
527,174,1030,2,441,882
528,174,1204,1,267,267
529,174,1384,2,369,738
530,175,1240,2,204,408
531,175,1162,3,250,750
532,176,1164,1,61,61
533,176,1101,3,247,741
534,177,1372,1,435,435
535,177,1342,1,418,418
536,178,1304,2,411,822
537,178,1069,3,290,870
538,178,1254,1,182,182
539,178,1423,1,231,231
540,179,1399,1,347,347
541,179,1472,3,285,855
542,179,1298,2,320,640
543,179,1153,3,336,1008
544,180,1098,2,153,306
545,180,1454,2,131,262
546,180,1144,3,42,126
547,180,1134,3,407,1221
548,180,1490,3,232,696
549,181,1096,3,67,201
550,181,1331,2,296,592
551,181,1261,3,303,909
552,181,1200,1,370,370
553,182,1237,1,417,417
554,182,1293,3,160,480
555,182,1148,3,19,57
556,182,1353,1,69,69
557,183,1498,3,159,477
558,183,1205,3,445,1335
559,183,1124,3,249,747
560,183,1071,2,84,168
561,184,1300,1,56,56
562,184,1340,2,256,512
563,184,1156,2,354,708
564,184,1379,3,217,651
565,184,1358,3,321,963
566,185,1449,2,234,468
567,185,1135,2,307,614
568,185,1418,2,315,630
569,185,1437,1,308,308
570,186,1443,3,127,381
571,186,1114,2,55,110
572,186,1459,2,98,196
573,187,1151,2,208,416
574,187,1008,3,428,1284
575,187,1038,3,127,381
576,188,1361,3,149,447
577,188,1131,3,281,843
578,188,1336,2,363,726
579,188,1178,2,149,298
580,189,1381,1,286,286
581,190,1188,1,128,128
582,191,1268,2,347,694
583,191,1220,3,361,1083
584,191,1088,2,440,880
585,191,1473,2,105,210
586,192,1480,2,351,702
587,192,1067,3,320,960
588,192,1070,1,346,346
589,193,1150,1,191,191
590,193,1364,3,125,375
591,193,1119,1,223,223
592,194,1050,1,151,151
593,194,1021,1,158,158
594,194,1258,1,448,448
595,194,1284,1,109,109
596,195,1356,1,298,298
597,195,1474,3,21,63
598,195,1456,2,44,88
599,195,1007,3,252,756
600,196,1267,3,415,1245
601,196,1125,1,45,45
602,196,1455,2,31,62
603,196,1204,3,267,801
604,197,1323,2,42,84
605,197,1400,2,253,506
606,197,1469,3,362,1086
607,197,1124,3,249,747
608,197,1268,2,347,694
609,198,1323,1,42,42
610,199,1087,3,71,213
611,199,1185,1,86,86
612,200,1032,2,244,488
613,200,1326,3,366,1098
614,201,1235,2,309,618
615,201,1316,1,374,374
616,201,1249,3,183,549
617,202,1017,2,231,462
618,202,1220,3,361,1083
619,202,1090,1,279,279
620,202,1267,3,415,1245
621,203,1412,1,22,22
622,203,1336,2,363,726
623,203,1052,2,398,796
624,203,1023,1,312,312
625,204,1151,1,208,208
626,204,1039,2,52,104
627,204,1308,3,359,1077
628,205,1448,3,113,339
629,205,1300,1,56,56
630,206,1147,1,170,170
631,206,1239,2,224,448
632,206,1206,3,287,861
633,206,1028,1,95,95
634,206,1340,3,256,768
635,207,1030,1,441,441
636,207,1095,3,212,636
637,207,1208,2,259,518
638,208,1311,1,189,189
639,208,1218,1,108,108
640,208,1122,2,278,556
641,209,1436,3,210,630
642,209,1045,3,30,90
643,209,1325,3,441,1323
644,209,1289,2,385,770
645,209,1405,2,270,540
646,210,1223,3,185,555
647,210,1211,2,102,204
648,210,1233,1,350,350
649,210,1115,1,219,219
650,211,1362,1,182,182
651,211,1191,2,216,432
652,212,1342,3,418,1254
653,212,1014,1,163,163
654,212,1443,1,127,127
655,213,1209,3,114,342
656,214,1452,3,75,225
657,214,1195,2,416,832
658,214,1257,1,75,75
659,215,1221,2,273,546
660,216,1256,2,395,790
661,216,1005,1,355,355
662,216,1378,2,310,620
663,216,1288,3,134,402
664,217,1462,2,349,698
665,217,1124,1,249,249
666,217,1268,3,347,1041
667,217,1430,3,411,1233
668,217,1480,1,351,351
669,218,1316,1,374,374
670,219,1473,2,105,210
671,219,1148,3,19,57
672,220,1047,3,399,1197
673,220,1391,3,273,819
674,220,1049,3,323,969
675,220,1009,3,46,138
676,221,1266,1,138,138
677,222,1305,1,72,72
678,222,1321,1,372,372
679,222,1250,3,85,255
680,222,1042,3,424,1272
681,222,1158,3,77,231
682,223,1200,1,370,370
683,223,1001,2,54,108
684,224,1257,2,75,150
685,224,1133,2,188,376
686,224,1398,3,199,597
687,225,1168,1,321,321
688,225,1067,3,320,960
689,225,1306,2,24,48
690,225,1273,3,63,189
691,226,1307,2,339,678
692,226,1006,2,445,890
693,226,1103,1,238,238
694,227,1233,3,350,1050
695,227,1017,1,231,231
696,227,1068,2,443,886
697,228,1100,2,231,462
698,228,1335,3,127,381
699,228,1461,3,301,903
700,228,1123,2,134,268
701,228,1500,3,187,561
702,229,1061,2,55,110
703,229,1251,1,275,275
704,229,1051,2,57,114
705,229,1386,1,388,388
706,229,1474,1,21,21
707,230,1490,1,232,232
708,231,1431,3,258,774
709,232,1440,1,195,195
710,232,1451,1,182,182
711,232,1066,1,54,54
712,232,1104,1,209,209
713,233,1220,1,361,361
714,233,1239,2,224,448
715,233,1329,3,145,435
716,234,1285,1,120,120
717,234,1427,1,163,163
718,235,1456,2,44,88
719,236,1389,2,326,652
720,236,1357,2,440,880
721,236,1489,1,149,149
722,236,1143,3,353,1059
723,237,1029,2,168,336
724,237,1459,3,98,294
725,238,1089,2,384,768
726,238,1369,2,235,470
727,239,1170,1,40,40
728,240,1141,1,433,433
729,241,1112,2,198,396
730,241,1196,3,367,1101
731,241,1037,2,338,676
732,241,1125,1,45,45
733,242,1190,1,182,182
734,242,1365,1,260,260
735,242,1364,2,125,250
736,243,1268,3,347,1041
737,243,1345,2,410,820
738,243,1001,1,54,54
739,243,1483,3,410,1230
740,243,1416,3,338,1014
741,244,1360,3,31,93
742,245,1246,3,62,186
743,245,1210,3,352,1056
744,246,1104,3,209,627
745,247,1186,2,223,446
746,247,1045,2,30,60
747,247,1183,2,35,70
748,247,1375,2,169,338
749,248,1081,3,172,516
750,248,1408,2,353,706
751,249,1427,2,163,326
752,249,1317,3,284,852
753,250,1145,3,328,984
754,250,1498,1,159,159
755,250,1047,3,399,1197
756,250,1223,1,185,185
757,250,1347,2,418,836
758,251,1037,3,338,1014
759,251,1022,1,91,91
760,251,1401,3,189,567
761,251,1188,1,128,128
762,251,1421,2,186,372
763,252,1178,2,149,298
764,253,1302,3,336,1008
765,253,1059,2,190,380
766,254,1356,3,298,894
767,254,1363,2,235,470
768,254,1044,3,80,240
769,254,1224,1,268,268
770,255,1441,3,271,813
771,255,1299,3,245,735
772,255,1165,2,282,564
773,255,1060,2,228,456
774,256,1213,2,98,196
775,256,1132,1,172,172
776,256,1174,2,200,400
777,256,1023,1,312,312
778,256,1426,1,383,383
779,257,1028,3,95,285
780,257,1492,3,214,642
781,257,1430,1,411,411
782,258,1325,2,441,882
783,258,1289,1,385,385
784,258,1239,2,224,448
785,259,1387,2,252,504
786,259,1091,1,86,86
787,259,1263,3,136,408
788,259,1220,1,361,361
789,260,1416,3,338,1014
790,260,1462,1,349,349
791,260,1233,3,350,1050
792,260,1135,1,307,307
793,261,1145,3,328,984
794,261,1286,3,373,1119
795,261,1329,2,145,290
796,261,1189,1,186,186
797,262,1490,2,232,464
798,262,1079,2,54,108
799,263,1308,3,359,1077
800,263,1290,1,341,341
801,263,1060,2,228,456
802,263,1162,3,250,750
803,263,1093,1,435,435
804,264,1305,1,72,72
805,264,1392,3,212,636
806,265,1157,2,175,350
807,265,1336,2,363,726
808,265,1092,3,230,690
809,266,1456,3,44,132
810,267,1235,1,309,309
811,268,1133,2,188,376
812,268,1232,2,354,708
813,268,1296,1,439,439
814,268,1047,2,399,798
815,269,1290,2,341,682
816,269,1485,2,290,580
817,269,1086,1,235,235
818,269,1022,3,91,273
819,269,1404,2,408,816
820,270,1343,1,116,116
821,270,1489,1,149,149
822,270,1293,1,160,160
823,270,1262,2,227,454
824,270,1398,1,199,199
825,271,1188,3,128,384
826,272,1075,1,74,74
827,272,1070,3,346,1038
828,272,1410,2,429,858
829,273,1241,1,164,164
830,273,1430,1,411,411
831,273,1066,3,54,162
832,273,1354,1,347,347
833,273,1433,3,217,651
834,274,1172,1,305,305
835,274,1303,2,133,266
836,274,1062,1,390,390
837,275,1181,1,51,51
838,276,1283,3,28,84
839,277,1350,3,341,1023
840,277,1440,1,195,195
841,277,1023,1,312,312
842,277,1487,2,114,228
843,277,1207,1,298,298
844,278,1253,2,337,674
845,279,1030,2,441,882
846,279,1263,1,136,136
847,279,1028,1,95,95
848,280,1474,1,21,21
849,281,1052,3,398,1194
850,281,1219,1,317,317
851,282,1355,1,346,346
852,282,1231,3,236,708
853,282,1394,1,246,246
854,282,1015,3,283,849
855,283,1200,2,370,740
856,284,1036,1,99,99
857,284,1499,1,41,41
858,284,1104,2,209,418
859,284,1375,1,169,169
860,284,1463,2,18,36
861,285,1208,3,259,777
862,285,1209,2,114,228
863,286,1254,2,182,364
864,286,1431,1,258,258
865,286,1266,1,138,138
866,287,1414,3,302,906
867,288,1269,3,357,1071
868,288,1152,1,301,301
869,289,1228,3,384,1152
870,290,1323,3,42,126
871,290,1191,3,216,648
872,290,1038,2,127,254
873,290,1069,2,290,580
874,291,1131,1,281,281
875,291,1257,2,75,150
876,291,1142,3,124,372
877,292,1281,1,42,42
878,292,1197,3,337,1011
879,292,1096,1,67,67
880,293,1245,1,176,176
881,293,1480,1,351,351
882,293,1054,3,413,1239
883,293,1208,3,259,777
884,293,1387,2,252,504
885,294,1306,2,24,48
886,294,1076,2,180,360
887,294,1397,3,152,456
888,294,1406,1,43,43
889,295,1361,2,149,298
890,295,1129,2,315,630
891,295,1392,2,212,424
892,295,1416,1,338,338
893,296,1020,2,347,694
894,296,1338,1,121,121
895,296,1214,1,113,113
896,296,1091,1,86,86
897,296,1019,2,107,214
898,297,1438,3,343,1029
899,297,1303,3,133,399
900,297,1137,3,421,1263
901,298,1290,3,341,1023
902,298,1148,2,19,38
903,298,1146,2,417,834
904,298,1265,3,214,642
905,299,1056,2,135,270
906,300,1009,3,46,138
907,300,1319,2,430,860
908,300,1400,3,253,759
909,300,1044,2,80,160
910,300,1395,1,184,184
911,301,1182,3,116,348
912,301,1009,2,46,92
913,302,1033,2,416,832
914,302,1276,2,22,44
915,302,1010,2,243,486
916,302,1362,1,182,182
917,303,1021,1,158,158
918,303,1317,1,284,284
919,303,1074,3,102,306
920,303,1013,3,389,1167
921,304,1113,3,136,408
922,304,1383,3,22,66
923,304,1074,2,102,204
924,305,1150,2,191,382
925,305,1498,2,159,318
926,306,1364,2,125,250
927,306,1116,1,99,99
928,306,1135,3,307,921
929,307,1068,1,443,443
930,308,1101,1,247,247
931,308,1425,1,365,365
932,308,1337,1,203,203
933,308,1227,1,89,89
934,308,1431,3,258,774
935,309,1286,3,373,1119
936,309,1222,1,278,278
937,310,1009,2,46,92
938,311,1322,2,187,374
939,311,1109,2,302,604
940,311,1192,2,238,476
941,312,1360,3,31,93
942,312,1231,2,236,472
943,312,1383,1,22,22
944,312,1250,2,85,170
945,313,1021,1,158,158
946,313,1026,2,182,364
947,313,1058,3,328,984
948,314,1326,3,366,1098
949,314,1099,1,287,287
950,314,1003,2,84,168
951,315,1446,3,73,219
952,315,1064,2,124,248
953,315,1315,1,26,26
954,315,1135,3,307,921
955,315,1250,1,85,85
956,316,1492,1,214,214
957,316,1267,3,415,1245
958,316,1280,3,184,552
959,316,1282,2,175,350
960,316,1278,1,145,145
961,317,1192,2,238,476
962,317,1297,2,50,100
963,317,1099,1,287,287
964,318,1193,3,414,1242
965,318,1227,2,89,178
966,318,1033,2,416,832
967,318,1017,3,231,693
968,318,1280,1,184,184
969,319,1049,1,323,323
970,319,1030,3,441,1323
971,319,1057,3,93,279
972,320,1157,3,175,525
973,321,1037,3,338,1014
974,321,1413,2,124,248
975,321,1129,3,315,945
976,322,1056,1,135,135
977,323,1493,3,169,507
978,324,1329,1,145,145
979,324,1339,3,88,264
980,324,1273,3,63,189
981,324,1171,2,225,450
982,324,1304,2,411,822
983,325,1402,2,446,892
984,325,1157,1,175,175
985,325,1113,1,136,136
986,326,1310,1,164,164
987,326,1265,1,214,214
988,327,1234,3,200,600
989,327,1420,3,403,1209
990,328,1174,2,200,400
991,329,1419,1,112,112
992,329,1025,1,315,315
993,329,1095,3,212,636
994,329,1045,2,30,60
995,329,1293,3,160,480
996,330,1095,3,212,636
997,330,1164,1,61,61
998,330,1437,2,308,616
999,330,1422,1,356,356
1000,331,1075,1,74,74
1001,331,1003,1,84,84
1002,331,1189,1,186,186
1003,331,1327,2,189,378
1004,331,1291,1,399,399
1005,332,1404,3,408,1224
1006,333,1095,2,212,424
1007,333,1129,3,315,945
1008,334,1227,2,89,178
1009,334,1008,1,428,428
1010,335,1325,1,441,441
1011,336,1078,3,316,948
1012,336,1240,2,204,408
1013,336,1333,3,118,354
1014,336,1213,2,98,196
1015,336,1489,2,149,298
1016,337,1428,2,157,314
1017,337,1335,1,127,127
1018,337,1249,2,183,366
1019,338,1343,2,116,232
1020,338,1352,2,353,706
1021,339,1419,2,112,224
1022,339,1160,3,208,624
1023,339,1404,3,408,1224
1024,339,1402,3,446,1338
1025,340,1420,3,403,1209
1026,340,1399,1,347,347
1027,340,1042,2,424,848
1028,340,1171,3,225,675
1029,341,1440,3,195,585
1030,341,1191,3,216,648
1031,342,1394,3,246,738
1032,342,1234,1,200,200
1033,342,1055,3,132,396
1034,342,1296,1,439,439
1035,343,1145,1,328,328
1036,343,1156,2,354,708
1037,344,1202,1,303,303
1038,345,1286,1,373,373
1039,345,1282,3,175,525
1040,345,1040,1,225,225
1041,345,1182,2,116,232
1042,346,1066,3,54,162
1043,347,1094,2,231,462
1044,347,1449,3,234,702
1045,348,1142,3,124,372
1046,348,1014,1,163,163
1047,349,1234,1,200,200
1048,350,1470,1,438,438
1049,350,1474,2,21,42
1050,350,1019,2,107,214
1051,351,1500,1,187,187
1052,351,1229,2,194,388
1053,352,1496,1,140,140
1054,352,1253,3,337,1011
1055,353,1155,3,35,105
1056,353,1497,1,337,337
1057,354,1258,3,448,1344
1058,354,1105,1,327,327
1059,354,1382,1,76,76
